"serial_no","climatic_z","agro_eco_z","terrain","anual_r_fmm","rice_variety","stage_of_maturity","soil_type","rice_ecosystem","topography","flooded_y_n","method_of_planting","is_the_farmer_aware_of_mg_before","rep_no","gall_count","infection_status","infection_status_bin"
"4","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Flat land","No","Direct seeded","No",28,0,"No","0"
"4","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Flat land","No","Direct seeded","No",29,0,"No","0"
"4","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Flat land","No","Direct seeded","No",30,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",1,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",2,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",3,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",4,2,"Yes","1"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",5,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",6,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",7,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",8,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",9,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",10,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",11,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",12,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",13,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",14,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",15,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",16,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",17,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",18,1,"Yes","1"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",19,3,"Yes","1"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",20,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",21,5,"Yes","1"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",22,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",23,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",24,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",25,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",26,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",27,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",28,0,"No","0"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",29,5,"Yes","1"
"5","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",30,2,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",1,12,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",2,7,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",3,18,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",4,2,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",5,4,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",6,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",7,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",8,15,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",9,4,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",10,1,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",11,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",12,1,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",13,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",14,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",15,21,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",16,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",17,1,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",18,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",19,2,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",20,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",21,1,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",22,3,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",23,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",24,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",25,1,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",26,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",27,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",28,1,"Yes","1"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",29,0,"No","0"
"6","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"At 362","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",30,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",1,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",2,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",3,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",4,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",5,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",6,14,"Yes","1"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",7,39,"Yes","1"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",8,4,"Yes","1"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",9,7,"Yes","1"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",10,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",11,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",12,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",13,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",14,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",15,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",16,1,"Yes","1"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",17,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",18,12,"Yes","1"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",19,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",20,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",21,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",22,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",23,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",24,2,"Yes","1"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",25,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",26,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",27,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",28,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",29,0,"No","0"
"7","WET ZONE","LOW COUNTRY","Rolling, Undulating, Flat",2400,"Bw 367","Vegetative","Sand mixed clay","Rainfed lowland","Lowland","Yes","Direct seeded","Yes",30,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",1,1,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",2,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",3,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",4,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",5,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",6,35,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",7,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",8,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",9,10,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",10,13,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",11,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",12,5,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",13,3,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",14,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",15,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",16,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",17,5,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",18,6,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",19,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",20,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",21,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",22,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",23,0,"No","0"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",24,3,"Yes","1"
"8","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"At 362","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",25,1,"Yes","1"
